variant,step,train_loss,eval_loss
perft_r_top2of4_r8,70,1.0874,
perft_r_top2of4_r8,80,1.1831,
perft_r_top2of4_r8,90,1.1281,
perft_r_top2of4_r8,100,1.0474,
perft_r_top2of4_r8,110,1.1326,
perft_r_top2of4_r8,120,1.1039,
perft_r_top2of4_r8,130,1.1555,
perft_r_top2of4_r8,140,1.104,
perft_r_top2of4_r8,150,1.1344,
perft_r_top2of4_r8,160,1.0409,
perft_r_top2of4_r8,170,1.1194,
perft_r_top2of4_r8,180,1.1258,
perft_r_top2of4_r8,190,1.117,
perft_r_top2of4_r8,200,1.1606,
perft_r_top2of4_r8,210,1.1388,
perft_r_top2of4_r8,220,1.1223,
perft_r_top2of4_r8,230,1.1316,
perft_r_top2of4_r8,240,1.111,
perft_r_top2of4_r8,250,1.0922,
perft_r_top2of4_r8,260,1.0669,
perft_r_top2of4_r8,270,1.1438,
perft_r_top2of4_r8,280,1.1501,
perft_r_top2of4_r8,290,1.1308,
perft_r_top2of4_r8,300,1.1801,
perft_r_top2of4_r8,310,1.1509,
perft_r_top2of4_r8,320,1.149,
perft_r_top2of4_r8,330,1.101,
perft_r_top2of4_r8,340,1.1397,
perft_r_top2of4_r8,350,1.1026,
perft_r_top2of4_r8,360,1.1679,
perft_r_top2of4_r8,370,1.0335,
perft_r_top2of4_r8,380,1.1483,
perft_r_top2of4_r8,390,1.109,
perft_r_top2of4_r8,400,1.1783,
perft_r_top2of4_r8,410,1.1154,
perft_r_top2of4_r8,420,1.1231,
perft_r_top2of4_r8,430,1.1402,
perft_r_top2of4_r8,440,1.1068,
perft_r_top2of4_r8,450,1.1432,
perft_r_top2of4_r8,460,1.1979,
perft_r_top2of4_r8,470,1.0563,
perft_r_top2of4_r8,480,1.0955,
perft_r_top2of4_r8,490,1.1149,
perft_r_top2of4_r8,500,1.0772,
perft_r_top2of4_r8,eval,,1.1549056768417358
perft_r_top2of4_r8,eval,,1.1458461284637451
perft_r_top2of4_r8,eval,,1.1348249912261963
perft_r_top2of4_r8,eval,,1.1285934448242188
perft_r_top2of4_r8,eval,,1.1215121746063232
perft_r_top2of4,10,2.7589,
perft_r_top2of4,20,1.9903,
perft_r_top2of4,30,1.4091,
perft_r_top2of4,40,1.1602,
perft_r_top2of4,50,1.1669,
perft_r_top2of4,60,1.1604,
perft_r_top2of4,70,1.0879,
perft_r_top2of4,80,1.1763,
perft_r_top2of4,90,1.1227,
perft_r_top2of4,100,1.0384,
perft_r_top2of4,110,1.1299,
perft_r_top2of4,120,1.1148,
perft_r_top2of4,130,1.1442,
perft_r_top2of4,140,1.09,
perft_r_top2of4,150,1.1133,
perft_r_top2of4,160,1.0199,
perft_r_top2of4,170,1.0959,
perft_r_top2of4,180,1.1039,
perft_r_top2of4,190,1.0852,
perft_r_top2of4,200,1.1265,
perft_r_top2of4,210,1.1102,
perft_r_top2of4,220,1.088,
perft_r_top2of4,230,1.0972,
perft_r_top2of4,240,1.0782,
perft_r_top2of4,250,1.0666,
perft_r_top2of4,260,1.0439,
perft_r_top2of4,270,1.1077,
perft_r_top2of4,280,1.1197,
perft_r_top2of4,290,1.1032,
perft_r_top2of4,300,1.1505,
perft_r_top2of4,310,1.1182,
perft_r_top2of4,320,1.1209,
perft_r_top2of4,330,1.0774,
perft_r_top2of4,340,1.105,
perft_r_top2of4,350,1.0813,
perft_r_top2of4,360,1.1404,
perft_r_top2of4,370,1.0125,
perft_r_top2of4,380,1.1197,
perft_r_top2of4,390,1.0901,
perft_r_top2of4,400,1.1489,
perft_r_top2of4,410,1.0865,
perft_r_top2of4,420,1.0992,
perft_r_top2of4,430,1.1055,
perft_r_top2of4,440,1.0784,
perft_r_top2of4,450,1.116,
perft_r_top2of4,460,1.1768,
perft_r_top2of4,470,1.0277,
perft_r_top2of4,480,1.0805,
perft_r_top2of4,490,1.0892,
perft_r_top2of4,500,1.0515,
perft_r_top2of4,eval,,1.1518338918685913
perft_r_top2of4,eval,,1.1251060962677002
perft_r_top2of4,eval,,1.1140927076339722
perft_r_top2of4,eval,,1.1088929176330566
perft_r_top2of4,eval,,1.1034284830093384
perft_r_top2of8_r16,10,2.7367,
perft_r_top2of8_r16,20,1.8984,
perft_r_top2of8_r16,30,1.3523,
perft_r_top2of8_r16,40,1.149,
perft_r_top2of8_r16,50,1.1537,
perft_r_top2of8_r16,60,1.1578,
perft_r_top2of8_r16,70,1.0873,
perft_r_top2of8_r16,80,1.174,
perft_r_top2of8_r16,90,1.1228,
perft_r_top2of8_r16,100,1.0343,
perft_r_top2of8_r16,110,1.1227,
perft_r_top2of8_r16,120,1.0925,
perft_r_top2of8_r16,130,1.1419,
perft_r_top2of8_r16,140,1.0876,
perft_r_top2of8_r16,150,1.1109,
perft_r_top2of8_r16,160,1.0194,
perft_r_top2of8_r16,170,1.095,
perft_r_top2of8_r16,180,1.105,
perft_r_top2of8_r16,190,1.0843,
perft_r_top2of8_r16,200,1.1217,
perft_r_top2of8_r16,210,1.1122,
perft_r_top2of8_r16,220,1.0876,
perft_r_top2of8_r16,230,1.0966,
perft_r_top2of8_r16,240,1.0767,
perft_r_top2of8_r16,250,1.0673,
perft_r_top2of8_r16,260,1.042,
perft_r_top2of8_r16,270,1.1081,
perft_r_top2of8_r16,280,1.1193,
perft_r_top2of8_r16,290,1.1022,
perft_r_top2of8_r16,300,1.1495,
perft_r_top2of8_r16,310,1.118,
perft_r_top2of8_r16,320,1.12,
perft_r_top2of8_r16,330,1.0762,
perft_r_top2of8_r16,340,1.105,
perft_r_top2of8_r16,350,1.0783,
perft_r_top2of8_r16,360,1.1388,
perft_r_top2of8_r16,370,1.0119,
perft_r_top2of8_r16,380,1.1213,
perft_r_top2of8_r16,390,1.0889,
perft_r_top2of8_r16,400,1.148,
perft_r_top2of8_r16,410,1.0871,
perft_r_top2of8_r16,420,1.0999,
perft_r_top2of8_r16,430,1.1048,
perft_r_top2of8_r16,440,1.077,
perft_r_top2of8_r16,450,1.1112,
perft_r_top2of8_r16,460,1.179,
perft_r_top2of8_r16,470,1.0259,
perft_r_top2of8_r16,480,1.0825,
perft_r_top2of8_r16,490,1.089,
perft_r_top2of8_r16,500,1.0504,
perft_r_top2of8_r16,eval,,1.1452866792678833
perft_r_top2of8_r16,eval,,1.1235393285751343
perft_r_top2of8_r16,eval,,1.1140104532241821
perft_r_top2of8_r16,eval,,1.1082247495651245
perft_r_top2of8_r16,eval,,1.1036397218704224
perft_r_top2of8_r32,10,2.7809,
perft_r_top2of8_r32,20,2.1044,
perft_r_top2of8_r32,30,1.4548,
perft_r_top2of8_r32,40,1.1819,
perft_r_top2of8_r32,50,1.1777,
perft_r_top2of8_r32,60,1.1691,
perft_r_top2of8_r32,70,1.0935,
perft_r_top2of8_r32,80,1.1817,
perft_r_top2of8_r32,90,1.1247,
perft_r_top2of8_r32,100,1.0351,
perft_r_top2of8_r32,110,1.1225,
perft_r_top2of8_r32,120,1.0863,
perft_r_top2of8_r32,130,1.1383,
perft_r_top2of8_r32,140,1.0866,
perft_r_top2of8_r32,150,1.1067,
perft_r_top2of8_r32,160,1.0194,
perft_r_top2of8_r32,170,1.0881,
perft_r_top2of8_r32,180,1.1028,
perft_r_top2of8_r32,190,1.0735,
perft_r_top2of8_r32,200,1.1131,
perft_r_top2of8_r32,210,1.1012,
perft_r_top2of8_r32,220,1.0785,
perft_r_top2of8_r32,230,1.0874,
perft_r_top2of8_r32,240,1.0654,
perft_r_top2of8_r32,250,1.0586,
perft_r_top2of8_r32,260,1.0323,
perft_r_top2of8_r32,270,1.0994,
perft_r_top2of8_r32,280,1.1097,
perft_r_top2of8_r32,290,1.0967,
perft_r_top2of8_r32,300,1.1406,
perft_r_top2of8_r32,310,1.1089,
perft_r_top2of8_r32,320,1.1129,
perft_r_top2of8_r32,330,1.0691,
perft_r_top2of8_r32,340,1.0923,
perft_r_top2of8_r32,350,1.0704,
perft_r_top2of8_r32,360,1.1319,
perft_r_top2of8_r32,370,1.0034,
perft_r_top2of8_r32,380,1.1102,
perft_r_top2of8_r32,390,1.0834,
perft_r_top2of8_r32,400,1.1395,
perft_r_top2of8_r32,410,1.0734,
perft_r_top2of8_r32,420,1.0927,
perft_r_top2of8_r32,430,1.0921,
perft_r_top2of8_r32,440,1.0646,
perft_r_top2of8_r32,450,1.1032,
perft_r_top2of8_r32,460,1.1696,
perft_r_top2of8_r32,470,1.0131,
perft_r_top2of8_r32,480,1.074,
perft_r_top2of8_r32,490,1.081,
perft_r_top2of8_r32,500,1.04,
perft_r_top2of8_r32,eval,,1.1451213359832764
perft_r_top2of8_r32,eval,,1.1207956075668335
perft_r_top2of8_r32,eval,,1.1063761711120605
perft_r_top2of8_r32,eval,,1.0988795757293701
perft_r_top2of8_r32,eval,,1.0948535203933716
perft_r_top2of8_r8,10,2.6778,
perft_r_top2of8_r8,20,1.6919,
perft_r_top2of8_r8,30,1.2987,
perft_r_top2of8_r8,40,1.1272,
perft_r_top2of8_r8,50,1.1426,
perft_r_top2of8_r8,60,1.1462,
perft_r_top2of8_r8,70,1.0808,
perft_r_top2of8_r8,80,1.1758,
perft_r_top2of8_r8,90,1.1243,
perft_r_top2of8_r8,100,1.0388,
perft_r_top2of8_r8,110,1.1311,
perft_r_top2of8_r8,120,1.1012,
perft_r_top2of8_r8,130,1.1552,
perft_r_top2of8_r8,140,1.1062,
perft_r_top2of8_r8,150,1.1326,
perft_r_top2of8_r8,160,1.0338,
perft_r_top2of8_r8,170,1.1168,
perft_r_top2of8_r8,180,1.1285,
perft_r_top2of8_r8,190,1.1162,
perft_r_top2of8_r8,200,1.1599,
perft_r_top2of8_r8,210,1.1461,
perft_r_top2of8_r8,220,1.1275,
perft_r_top2of8_r8,230,1.1291,
perft_r_top2of8_r8,240,1.1161,
perft_r_top2of8_r8,250,1.091,
perft_r_top2of8_r8,260,1.0722,
perft_r_top2of8_r8,270,1.1451,
perft_r_top2of8_r8,280,1.156,
perft_r_top2of8_r8,290,1.1338,
perft_r_top2of8_r8,300,1.1891,
perft_r_top2of8_r8,310,1.1547,
perft_r_top2of8_r8,320,1.1548,
perft_r_top2of8_r8,330,1.1088,
perft_r_top2of8_r8,340,1.1466,
perft_r_top2of8_r8,350,1.1095,
perft_r_top2of8_r8,360,1.1752,
perft_r_top2of8_r8,370,1.0465,
perft_r_top2of8_r8,380,1.1537,
perft_r_top2of8_r8,390,1.1163,
perft_r_top2of8_r8,400,1.1861,
perft_r_top2of8_r8,410,1.1245,
perft_r_top2of8_r8,420,1.1265,
perft_r_top2of8_r8,430,1.1417,
perft_r_top2of8_r8,440,1.1121,
perft_r_top2of8_r8,450,1.1467,
perft_r_top2of8_r8,460,1.2062,
perft_r_top2of8_r8,470,1.0579,
perft_r_top2of8_r8,480,1.1066,
perft_r_top2of8_r8,490,1.1186,
perft_r_top2of8_r8,500,1.0827,
perft_r_top2of8_r8,eval,,1.1495221853256226
perft_r_top2of8_r8,eval,,1.1499813795089722
perft_r_top2of8_r8,eval,,1.1432690620422363
perft_r_top2of8_r8,eval,,1.1365689039230347
perft_r_top2of8_r8,eval,,1.1278096437454224
shared_adapter_r16,10,2.4379,
shared_adapter_r16,20,1.3148,
shared_adapter_r16,30,1.2151,
shared_adapter_r16,40,1.088,
shared_adapter_r16,50,1.1296,
shared_adapter_r16,60,1.1613,
shared_adapter_r16,70,1.1364,
shared_adapter_r16,80,1.2661,
shared_adapter_r16,90,1.2263,
shared_adapter_r16,100,1.1944,
shared_adapter_r16,110,1.3481,
shared_adapter_r16,120,1.282,
shared_adapter_r16,130,1.3804,
shared_adapter_r16,140,1.3036,
shared_adapter_r16,150,1.3338,
shared_adapter_r16,160,1.2176,
shared_adapter_r16,170,1.2948,
shared_adapter_r16,180,1.282,
shared_adapter_r16,190,1.3061,
shared_adapter_r16,200,1.3636,
shared_adapter_r16,210,1.3011,
shared_adapter_r16,220,1.2875,
shared_adapter_r16,230,1.2799,
shared_adapter_r16,240,1.2752,
shared_adapter_r16,250,1.2275,
shared_adapter_r16,260,1.2105,
shared_adapter_r16,270,1.316,
shared_adapter_r16,280,1.2928,
shared_adapter_r16,290,1.2694,
shared_adapter_r16,300,1.3173,
shared_adapter_r16,310,1.2769,
shared_adapter_r16,320,1.266,
shared_adapter_r16,330,1.2264,
shared_adapter_r16,340,1.2746,
shared_adapter_r16,350,1.199,
shared_adapter_r16,360,1.2803,
shared_adapter_r16,370,1.1209,
shared_adapter_r16,380,1.2608,
shared_adapter_r16,390,1.1924,
shared_adapter_r16,400,1.283,
shared_adapter_r16,410,1.2155,
shared_adapter_r16,420,1.2008,
shared_adapter_r16,430,1.2338,
shared_adapter_r16,440,1.1821,
shared_adapter_r16,450,1.2176,
shared_adapter_r16,460,1.2738,
shared_adapter_r16,470,1.1253,
shared_adapter_r16,480,1.1576,
shared_adapter_r16,490,1.1681,
shared_adapter_r16,500,1.1323,
shared_adapter_r16,eval,,1.289896845817566
shared_adapter_r16,eval,,1.2763454914093018
shared_adapter_r16,eval,,1.240304946899414
shared_adapter_r16,eval,,1.1939938068389893
shared_adapter_r16,eval,,1.1641231775283813
shared_adapter_r32,10,2.5208,
shared_adapter_r32,20,1.421,
shared_adapter_r32,30,1.2245,
shared_adapter_r32,40,1.0742,
shared_adapter_r32,50,1.1089,
shared_adapter_r32,60,1.1235,
shared_adapter_r32,70,1.0665,
shared_adapter_r32,80,1.1816,
shared_adapter_r32,90,1.1406,
shared_adapter_r32,100,1.0776,
shared_adapter_r32,110,1.1777,
shared_adapter_r32,120,1.1367,
shared_adapter_r32,130,1.2173,
shared_adapter_r32,140,1.1679,
shared_adapter_r32,150,1.1831,
shared_adapter_r32,160,1.0799,
shared_adapter_r32,170,1.159,
shared_adapter_r32,180,1.1602,
shared_adapter_r32,190,1.17,
shared_adapter_r32,200,1.2155,
shared_adapter_r32,210,1.1921,
shared_adapter_r32,220,1.164,
shared_adapter_r32,230,1.1749,
shared_adapter_r32,240,1.156,
shared_adapter_r32,250,1.1292,
shared_adapter_r32,260,1.1037,
shared_adapter_r32,270,1.1894,
shared_adapter_r32,280,1.1885,
shared_adapter_r32,290,1.1692,
shared_adapter_r32,300,1.2174,
shared_adapter_r32,310,1.1752,
shared_adapter_r32,320,1.1781,
shared_adapter_r32,330,1.1331,
shared_adapter_r32,340,1.1754,
shared_adapter_r32,350,1.1249,
shared_adapter_r32,360,1.1913,
shared_adapter_r32,370,1.0547,
shared_adapter_r32,380,1.1771,
shared_adapter_r32,390,1.1271,
shared_adapter_r32,400,1.2002,
shared_adapter_r32,410,1.1436,
shared_adapter_r32,420,1.1383,
shared_adapter_r32,430,1.1622,
shared_adapter_r32,440,1.1199,
shared_adapter_r32,450,1.1553,
shared_adapter_r32,460,1.2182,
shared_adapter_r32,470,1.0679,
shared_adapter_r32,480,1.1061,
shared_adapter_r32,490,1.1163,
shared_adapter_r32,500,1.0831,
shared_adapter_r32,eval,,1.1756401062011719
shared_adapter_r32,eval,,1.188865065574646
shared_adapter_r32,eval,,1.1581389904022217
shared_adapter_r32,eval,,1.1394057273864746
shared_adapter_r32,eval,,1.1242985725402832
shared_adapter_r8,10,2.3291,
shared_adapter_r8,20,1.2484,
shared_adapter_r8,30,1.2368,
shared_adapter_r8,40,1.1707,
shared_adapter_r8,50,1.2626,
shared_adapter_r8,60,1.3156,
shared_adapter_r8,70,1.3111,
shared_adapter_r8,80,1.5523,
shared_adapter_r8,90,1.7794,
shared_adapter_r8,100,2.6649,
shared_adapter_r8,110,2.8873,
shared_adapter_r8,120,2.3395,
shared_adapter_r8,130,2.0653,
shared_adapter_r8,140,1.7579,
shared_adapter_r8,150,1.7981,
shared_adapter_r8,160,1.5966,
shared_adapter_r8,170,1.6482,
shared_adapter_r8,180,1.5892,
shared_adapter_r8,190,1.6032,
shared_adapter_r8,200,1.6488,
shared_adapter_r8,210,1.538,
shared_adapter_r8,220,1.5427,
shared_adapter_r8,230,1.4962,
shared_adapter_r8,240,1.5176,
shared_adapter_r8,250,1.4466,
shared_adapter_r8,260,1.4233,
shared_adapter_r8,270,1.5301,
shared_adapter_r8,280,1.5066,
shared_adapter_r8,290,1.4658,
shared_adapter_r8,300,1.5074,
shared_adapter_r8,310,1.4612,
shared_adapter_r8,320,1.4309,
shared_adapter_r8,330,1.3868,
shared_adapter_r8,340,1.4488,
shared_adapter_r8,350,1.3414,
shared_adapter_r8,360,1.4239,
shared_adapter_r8,370,1.243,
shared_adapter_r8,380,1.4006,
shared_adapter_r8,390,1.3136,
shared_adapter_r8,400,1.4079,
shared_adapter_r8,410,1.3458,
shared_adapter_r8,420,1.3187,
shared_adapter_r8,430,1.3471,
shared_adapter_r8,440,1.2864,
shared_adapter_r8,450,1.3157,
shared_adapter_r8,460,1.3731,
shared_adapter_r8,470,1.2111,
shared_adapter_r8,480,1.2297,
shared_adapter_r8,490,1.2408,
shared_adapter_r8,500,1.2119,
shared_adapter_r8,eval,,2.633650541305542
shared_adapter_r8,eval,,1.4976978302001953
shared_adapter_r8,eval,,1.3945345878601074
shared_adapter_r8,eval,,1.2993214130401611
shared_adapter_r8,eval,,1.236720323562622
shared_adapter,10,2.433,
shared_adapter,20,1.3091,
shared_adapter,30,1.2193,
shared_adapter,40,1.0962,
shared_adapter,50,1.1434,
shared_adapter,60,1.179,
shared_adapter,70,1.149,
shared_adapter,80,1.2731,
shared_adapter,90,1.2547,
shared_adapter,100,1.2009,
shared_adapter,110,1.3287,
shared_adapter,120,1.261,
shared_adapter,130,1.3219,
shared_adapter,140,1.2825,
shared_adapter,150,1.3381,
shared_adapter,160,1.2069,
shared_adapter,170,1.2899,
shared_adapter,180,1.2763,
shared_adapter,190,1.3002,
shared_adapter,200,1.3485,
shared_adapter,210,1.2956,
shared_adapter,220,1.289,
shared_adapter,230,1.2941,
shared_adapter,240,1.2692,
shared_adapter,250,1.2304,
shared_adapter,260,1.2158,
shared_adapter,270,1.3025,
shared_adapter,280,1.2952,
shared_adapter,290,1.2724,
shared_adapter,300,1.3142,
shared_adapter,310,1.2727,
shared_adapter,320,1.2609,
shared_adapter,330,1.2227,
shared_adapter,340,1.2689,
shared_adapter,350,1.2058,
shared_adapter,360,1.2761,
shared_adapter,370,1.1187,
shared_adapter,380,1.2515,
shared_adapter,390,1.2001,
shared_adapter,400,1.2774,
shared_adapter,410,1.2159,
shared_adapter,420,1.2044,
shared_adapter,430,1.2386,
shared_adapter,440,1.1875,
shared_adapter,450,1.2213,
shared_adapter,460,1.2772,
shared_adapter,470,1.1246,
shared_adapter,480,1.1498,
shared_adapter,490,1.1685,
shared_adapter,500,1.1324,
shared_adapter,eval,,1.2954307794570923
shared_adapter,eval,,1.2718535661697388
shared_adapter,eval,,1.24234139919281
shared_adapter,eval,,1.1983546018600464
shared_adapter,eval,,1.171676516532898
